ImageName,VietnameseName,Price
472.jpeg,CÁ BỐP CHIÊN MẮM XOÀI,109000
472.jpeg,CÁ THU CHIÊN MẮM XOÀI,109000
472.jpeg,CÁ ĐỔNG CHIÊN MẮM XOÀI,109000
472.jpeg,CÁ HỐ CHIÊN MẮM XOÀI,109000
472.jpeg,CÁ MÓ CHIÊN MẮM XOÀI,89000
472.jpeg,CÁ LÓC CHIÊN XÙ,89000
472.jpeg,CÁ TRÊ CHIÊN,89000
472.jpeg,CÁ CHẠCH CHIÊN MẮM XOÀI,89000
472.jpeg,CÁ RÔ CHIÊN XÙ,69000
472.jpeg,CÁ LÙI CHIÊN MẮM TỎI,69000
472.jpeg,CÁ KÈO CHIÊN MẮM XOÀI,89000
473.jpeg,GÀ KHO SẢ,79000
473.jpeg,GÀ CHIÊN MẮM,79000
473.jpeg,GÀ KHO GỪNG,79000
473.jpeg,GÀ HẤP HÀNH,360000
473.jpeg,TÔM CHIÊN TỎI,99000
473.jpeg,TÔM NƯỚNG MUỐI ỚT,99000
473.jpeg,TÔM RAM ME,99000
473.jpeg,TÔM CHIÊN XÙ,99000
473.jpeg,MỰC HẤP HÀNH CẦN,109000
473.jpeg,MỰC HẤP GỪNG,109000
473.jpeg,MỰC XÀO CHUA NGỌT ,109000
473.jpeg,CHIÊN XÙ,109000
473.jpeg,MỰC CƠM CHIÊN TỎI,109000
474.jpeg,BÒ XÀO HÀNH CẦN,99000
474.jpeg,BÒ NƯỚNG XIÊN QUE,119000
474.jpeg,BÒ TÁI CHANH+BÁNH TRÁNG,119000
474.jpeg,BÒ ÁP CHẢO+BÁNH TRÁNG,119000
474.jpeg,BÒ BẮP HẤP SẢ,119000
474.jpeg,BÒ CUỘN NẤM KIM CHI,119000
474.jpeg,BÒ CHÚNG GIẤM,119000
474.jpeg,BÒ LÚC LẮC+KHOAI TÂY CHIÊN,119000
474.jpeg,BÒ NGỦ SẮC,119000
474.jpeg,BÊ THUI HẤP,119000
474.jpeg,BÊ THU XÀO LĂN,119000
476.jpeg,CANH CUA+CÀ PHÁO,75000
476.jpeg,CANH CUA TẬP TÀNG,75000
476.jpeg,CANH TÔM TẬP TÀNG,69000
476.jpeg,CANH BẦU NẤU TÔM,69000
476.jpeg,CANH BẦU NẤU CUA,75000
476.jpeg,CANH KHỔ QUA NẤU TÔM,69000
476.jpeg,CANH KHỔ QUA NẤU THỊT BẰM,69000
476.jpeg,CANH KHỔ QUA NHỒI THỊT,75000
476.jpeg,CANH MƯỚP OM THỊT BÒ,79000
476.jpeg,CANH MƯỚP OM TÔM ,69000
476.jpeg,CANH CẢI NÂU TÔM,69000
476.jpeg,CANH CẢI NẤU THỊT BẰM,69000
476.jpeg,CANH THIÊN LÝ NẤU THỊT BẰM,75000
476.jpeg,CANH THIÊN LÝ NẤU TÔM,75000
476.jpeg,CANH BÍ ĐAO NẤU TÔM,69000
476.jpeg,CANH BÍ ĐAO NẤU SƯỜN NON,69000
476.jpeg,CANH KHOAI SƯỜN MẬU DỊCH,75000
476.jpeg,CANH RAU MÁ NẤU TÔM ,69000
476.jpeg,CANH RAU MÁ NẤU THỊT BÒ,79000
477.jpeg,CÁ BỐNG KHO TỘ,69000
477.jpeg,CÁ LÓC KHO TỘ-GỪNG,69000
477.jpeg,CÁ LÓC KHO THỊT BA CHỈ,75000
477.jpeg,CÁ LÚI KHO MẮM CUA,69000
477.jpeg,CÁ KÈO KHO TỘ,79000
477.jpeg,CÁ CHẠCH KHO NGHỆ,79000
477.jpeg,CÁ BÓP KHO TỘ,119000
477.jpeg,CÁ THU KHO TỘ,109000
477.jpeg,CÁ BÔNG KHO TỘ ,79000
477.jpeg,CÁ THU NỤC KHO TỘ,69000
477.jpeg,CÁ ĐỔNG KHO TỘ,69000
477.jpeg,CÁ BÓP KHO DƯA MÔN,119000
477.jpeg,CÁ BÓP KHO DƯA CẢI,119000
477.jpeg,CÁ BÓP SỐT CÀ CHUA ,119000
477.jpeg,CÁ CỜ KHO DƯA CẢI,99000
477.jpeg,CÁ CWOF KHO DƯA MÔN,99000
477.jpeg,CÁ CỜ SỐT CÀ CHUA ,99000
477.jpeg,CÁ THU SỐT CÀ CHUA,109000
477.jpeg,CÁ ĐỐI KHO DƯA CẢI ,79000
477.jpeg,CÁ HỐ KHO NGHỆ,109000
477.jpeg,CÁ THEO MÙA KHO,NOT GIVEN
482.jpeg,HỦ TIẾU CHẢ CÁ,20000
482.jpeg,HỦ TIẾU LÒNG GÀ TRỨNG NON,30000
482.jpeg,HỦ TIẾU NAM VANG,35000
482.jpeg,HỦ TIẾU MỰC,35000
482.jpeg,HỦ TIẾU XƯƠNG,35000
482.jpeg,HỦ TIẾU GÀ,35000
482.jpeg,HỦ TIẾU TÔM SÚ,37000
482.jpeg,HỦ TIẾU HÀI SẢN,37000
482.jpeg,HỦ TIẾU GIÒ,37000
482.jpeg,HỦ TIẾU TÔM TÍT,40000
482.jpeg,HỦ TIẾU THẬP CẨM,45000
482.jpeg,HỦ TIẾU TÔM HÙM,130000
482.jpeg,BÚN BÒ GÂN,30000
482.jpeg,BÚN BÒ NẠM,35000
482.jpeg,BÚN BÒ TÁI,35000
482.jpeg,BÚN BÒ GIÒ,37000
482.jpeg,BÚN BÒ BẮP HOA,37000
482.jpeg,BÚN BÒ THẬP CẨM,40000
482.jpeg,RAU CÂU RONG BIỂN LẠNH,12000
482.jpeg,ĐẬU NÀNH,10000
482.jpeg,ĐẬU XANH,15000
482.jpeg,COCA-COLA,12000
482.jpeg,SPRITE,12000
482.jpeg,FANTA CAM,10000
494.jpeg,CÀ PHÊ ĐEN,15000
494.jpeg,CÀ PHÊ SỮA,18000
494.jpeg,BẠC SỈU,20000
494.jpeg,CÀ PHÊ DỪA ,30000
494.jpeg,CÀ PHÊ TRỨNG,30000
494.jpeg,SỮA GẠO RANG,25000
494.jpeg,SỮA TƯƠI TRÂN CHÂU ĐEN,25000
494.jpeg,CACAO SỮA,25000
494.jpeg,SỮA CHUA DÂU TẰM,30000
494.jpeg,TRÀ ĐÀO CAM SẢ,25000
494.jpeg,TRÀ VẢI,25000
494.jpeg,TRÀ CHANH DÂY,25000
494.jpeg,TRÀ GỪNG,25000
494.jpeg,CHANH TUYẾT ĐÁ XAY,30000
494.jpeg,CHOCOLATE ĐÁ XAY,30000
494.jpeg,MATCHA ĐÁ XAY,30000
494.jpeg,NƯỚC ÉP ỔI ,25000
494.jpeg,NƯỚC ÉP CAM,25000
494.jpeg,NƯỚC ÉP THƠM,25000
494.jpeg,NƯỚC ÉP CHANH ,25000
494.jpeg,NƯỚC ÉP CÀ RỐT,25000
494.jpeg,NƯỚC ÉP CÀ CHUA,25000
494.jpeg,NƯỚC ÉP CHANH DÂY,25000
497.jpeg,MÌ HOÀNH THÁNH XÁ XÍU,35000
497.jpeg,MÌ XƯƠNG,40000
497.jpeg,MÌ THẬP CẨM,45000
497.jpeg,PHỞ BÒ,35000
497.jpeg,PHỞ XƯƠNG,40000
497.jpeg,SỦI CẢO CHIÊN/ HẤP,35000
497.jpeg,HOÀNH THÁNH CHIÊN/ HẤP,35000
497.jpeg,SỢI MÌ TƯƠI,100000
497.jpeg,LÁ THÁNH TƯƠI,70000
497.jpeg,HOÀNH THÁNH VIÊN HẤP SĂN,3000
501.jpeg,CHÈ THẬP CẨM,15000
501.jpeg,CHÈ SÂM BỔ LƯƠNG,15000
501.jpeg,CHÈ HẠT SEN,20000
501.jpeg,CHÈ THẠCH,15000
501.jpeg,CHÈ COCKTAIL,15000
501.jpeg,CHÈ THÁI,30000
501.jpeg,CHÈ SEN SÂM,25000
501.jpeg,CHÈ SEN NHÃN,25000
502.jpeg,SỮA CHUA THẠCH,20000
502.jpeg,SỮA CHUA MÍT,20000
502.jpeg,SỮA CHUA ĐÁ,20000
502.jpeg,SỮA ĐẬU NÀNH,15000
502.jpeg,SỮA ĐẬU XANH,15000
502.jpeg,SỮA CHUA NẾP CẨM,20000
506.jpeg,BÁNH CANH TÔM,20000
506.jpeg,BÁNH CANH CÁ,20000
506.jpeg,BÚN CÁ SỨA,20000
506.jpeg,BÚN THỊT NƯỚNG,25000
506.jpeg,BÚN RIÊU,20000
506.jpeg,BÚN BÒ TÁI,25000
506.jpeg,BÁNH CUỐN THỊT NƯỚNG,10000
506.jpeg,TRÉ TRỘN,30000
506.jpeg,CHẢ RAM TÔM ĐẤT,50000
506.jpeg,MẸT THẬP CẨM,130000
506.jpeg,BÁNH XÈO,70000
507.jpeg,KEM CUỘN BƠ,20000
507.jpeg,KEM CUỘN DÂU,20000
507.jpeg,KEM CUỘN SẦU RIÊNG,20000
507.jpeg,KEM CUỘN XOÀI,20000
507.jpeg,KEM CUỘN MÃNG CẦU,20000
507.jpeg,KEM CUỘN SA PHÔ,20000
507.jpeg,KEM CUỘN CHANH DÂY,20000
507.jpeg,KEM CUỘN SOCOLA,20000
507.jpeg,KEM CUỘN PHÔ MAI,20000
507.jpeg,KEM CUỘN TRÀ XANH,20000
507.jpeg,KEM CUỘN THẬP CẨM,20000
508.jpeg,KEM CUỘN BƠ,20000
508.jpeg,KEM CUỘN DÂU,20000
508.jpeg,KEM CUỘN SẦU RIÊNG,20000
508.jpeg,KEM CUỘN XOÀI,20000
508.jpeg,KEM CUỘN MÃNG CẦU,20000
508.jpeg,KEM CUỘN SA PHÔ,20000
508.jpeg,KEM CUỘN CHANH DÂY,20000
508.jpeg,KEM CUỘN SOCOLA,20000
508.jpeg,KEM CUỘN PHÔ MAI,20000
508.jpeg,KEM CUỘN TRÀ XANH,20000
508.jpeg,KEM CUỘN THẬP CẨM,20000
509.jpeg,LẨU KEM,70000
509.jpeg,KEM TRÁI DỪA,25000
509.jpeg,KEM CHẬU CÂY,25000
509.jpeg,KEM TRÁI CÂY,25000
509.jpeg,KEM YAOURT,25000
509.jpeg,KEM YAOURT DÂU,25000
509.jpeg,KEM VANI SỮA TRỨNG,20000
509.jpeg,KEM VANI COFFEE,20000
509.jpeg,KEM NẾP CẨM,20000
509.jpeg,KEM THUYỀN HOA,20000
509.jpeg,KEM KÝ,40000
509.jpeg,KEM DỪA,15000
509.jpeg,KEM CAM ,15000
509.jpeg,KEM SẦU RIÊNG,15000
509.jpeg,KEM DÂU,15000
509.jpeg,KEM MÔN,15000
509.jpeg,KEM DỨA ,15000
509.jpeg,KEM SẦU RIÊNG,15000
509.jpeg,KEM SOCOLA,15000
509.jpeg,KEM ĐỦ VỊ,15000
509.jpeg,KEM TRỘN,15000
509.jpeg,KEM CHUỐI NƯỚNG,15000
509.jpeg,KEM FLAN,15000
509.jpeg,FLAN TRÂN CHÂU CỐT DỪA,20000
510.jpeg,SINH TỐ XOÀI,20000
510.jpeg,SINH TỐ BƠ,30000
510.jpeg,SINH TỐ BƠ SẦU RIÊNG,35000
510.jpeg,SINH TỐ BƠ MÃNG CẦU,35000
510.jpeg,SINH TỐ DƯA GANG,20000
510.jpeg,SINH TỐ MÃNG CẦU,25000
510.jpeg,SINH TỐ SA PHÔ,20000
510.jpeg,TRÁI CÂY TÔ,30000
510.jpeg,TRÁI CÂY DẰM,20000
510.jpeg,NƯỚC ÉP CÀ CHUA,20000
510.jpeg,NƯỚC ÉP CÀ RỐT,20000
510.jpeg,NƯỚC ÉP ỔI,20000
510.jpeg,NƯỚC ÉP THƠM,20000
510.jpeg,NƯỚC ÉP DƯA HẤU,20000
510.jpeg,NƯỚC ÉP CAM VẮT,20000
510.jpeg,NƯỚC ÉP TRÁI DỪA,20000 - 25000
511.jpeg,CHANH ĐÁ XAY,25000
511.jpeg,SOCOLA ĐÁ XAY,25000
511.jpeg,MATCHA ĐÁ XAY,25000
511.jpeg,TRÀ CHANH,25000
511.jpeg,TRÀ TẮC,15000
511.jpeg,TRÀ ĐÀO,15000
511.jpeg,TRÀ SỮA TRUYỀN THỐNG,20000
511.jpeg,TRÀ SỮA ĐÀO,20000
511.jpeg,TRÀ SỮA DÂU,20000
511.jpeg,TRÀ SỮA VIỆT QUẤT,20000
511.jpeg,TRÀ SỮA MATCHA,20000
511.jpeg,SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN,25000
512.jpeg,CHÈ THÁI,25000
512.jpeg,CHÈ NGỌC THẠCH,25000
512.jpeg,CHÈ DƯỠNG NHAN,20000
512.jpeg,CHÈ KHÚC BẠCH,20000
512.jpeg,CHÈ CHUỐI NƯỚNG,15000
512.jpeg,CHÈ THẬP CẨM,15000
512.jpeg,CHÈ SÂM BỔ LƯỢNG,15000
512.jpeg,CHÈ BÀ BA,15000
512.jpeg,TÀU HŨ TRÂN CHÂU CỐT DỪA ĐƯỜNG ĐEN,20000
512.jpeg,NƯỚC NGỌT ,10000 - 12000
512.jpeg,SỮA BẮP,12000
512.jpeg,SỮA ĐẬU NÀNH,10000
513.jpeg,SỮA CHUA NẾP CẨM,20000
513.jpeg,SỮA CHUA VIỆT QUẤT,20000
513.jpeg,SỮA CHUA ĐÀO,20000
513.jpeg,SỮA CHUA DÂU,20000
513.jpeg,SỮA CHUA PHÔ MAI,20000
513.jpeg,YAOURT HŨ,7000
513.jpeg,SỮA CHUA TRÂN CHÂU CỐT DỪA,30000
513.jpeg,SODA DÂU,20000
513.jpeg,SODA VIỆT QUẤT,20000
513.jpeg,SODA CHANH,20000
513.jpeg,SODA BLUE,20000
516.jpeg,RAU MUỐN XÀO TỎI,40000
516.jpeg,RAU NHÚT XÀO BÒ,130000
516.jpeg,RAU RỪNG XÀO TỎI,60000
516.jpeg,RAU RỪNG LUỘC MẮM CUA,70000
516.jpeg,XÀ LÁCH BÒ,90000
516.jpeg,DIẾP CÁ TRỘN TÉP KHÔ,80000
516.jpeg,RAU DIẾP CÁ BÒ,90000
516.jpeg,RAU THẬP CẨM LUỘC,40000
517.jpeg,ỐC LEN SÀI GÒN XÀO CỐT DỪA,150000
517.jpeg,ỐC BULOT HẤP,650000
517.jpeg,ỐC BULOT NƯỚNG MỌI,650000
517.jpeg,ỐC BULOT NƯỚNG TIÊU XANH,650000
517.jpeg,HÀU THỊ NẠI NƯỚNG MỠ HÀNH,15000
517.jpeg,HÀU NƯỚNG PHOMAI,17000
517.jpeg,HÀU NHÚNG XẢ ỚT XANH,12000
517.jpeg,HÀU MÙ TẠT,12000
517.jpeg,TÔM TƯƠI MÙ TẠT,95000
517.jpeg,CÁ NGỪ ĐẠI DƯƠNG MÙ TẠT,125000
517.jpeg,CÁ NGỪ ĐẠI DƯƠNG NHÚNG DẤM,150000
518.jpeg,GỎI HẢI SẢN,95000
518.jpeg,GỎI HẢI SẢN KHOAI MÔN,110000
518.jpeg,GỎI SỨA,95000
518.jpeg,GỎI DA CÁ DIẾP CÁ,70000
518.jpeg,GỎI BÒ BÔ,85000
518.jpeg,GỎI TÔM THỊT,95000
518.jpeg,GỎI BAO TỬ,80000
519.jpeg,CÁ KÈO NƯỚNG MUỐI ỚT,100000
519.jpeg,CÁ KÈO CHIÊN GIÒN MẮM ME,100000
519.jpeg,CÁ KÈO RANG ME,100000
519.jpeg,CÁ KÈO KHO TỘ,110000
519.jpeg,CÁ KÈO NẤU RAU RĂM,120000
519.jpeg,LẨU CÁ KÈO RAU NHÚT,160000
520.jpeg,TÔM HẤP NƯỚC DỪA,170000
520.jpeg,TÔM HẤP MUỐI HỘT,125000
520.jpeg,TÔM RANG MUỐI,120000
520.jpeg,TÔM CHIÊN TỎI,120000
520.jpeg,TÔM NƯỚNG MUỐI ỚT,120000
520.jpeg,TÔM SÚ HẤP NƯỚNG DỪA,170000
520.jpeg,TÔM SÚ HẤP   ,150000
520.jpeg,TÔM SÚ NƯỚNG MUỐI ỚT,150000
520.jpeg,TÔM SÚ CHIÊN TỎI,150000
520.jpeg,TÔM SÚ SỐT THÁI,150000
520.jpeg,TÔM SÚ RANG MUỐI,150000
520.jpeg,TÔM SÚ NƯỚNG MỌI,150000
521.jpeg,MỰC ỐNG HẤP HÀNH GỪNG,140000
521.jpeg,MỰC CHIÊN BỘT,105000
521.jpeg,MỰC MỘT NẮNG NƯỚNG,105000
521.jpeg,MỰC ỐNG CHIÊN GIÒN,105000
521.jpeg,GỎI KHÔ MỰC,130000
521.jpeg,KHÔ MỰC CHIÊN,130000
521.jpeg,MỰC NƯỚNG MUỐI ỚT,105000
521.jpeg,MỰC NƯỚNG SA TẾ,105000
521.jpeg,MỰC CHIÊN TỎI,105000
521.jpeg,MỰC XÀO CHUA NGỌT,105000
521.jpeg,MỰC HẤP HÀNH GỪNG,140000
521.jpeg,MỰC NHÚNG NƯỚC DỪA,185000
522.jpeg,BÒ NƯỚNG MUỐI ỚT,95000
522.jpeg,BÒ NƯỚNG KIM CHI,115000
522.jpeg,BÒ NƯỚNG LÁ LỐT,100000
522.jpeg,BÒ LÚC LẮC KHOAI TÂY CHIÊN,120000
522.jpeg,BÒ SỐT TIÊU ĐEN,115000
522.jpeg,BÒ NHÚNG DẤM,145000
522.jpeg,BÒ NHÚNG NƯỚC DỪA KIỂU THÁI,165000
522.jpeg,SƯỜN CHÌA NƯỚNG,45000
522.jpeg,DỒI TRƯỜNG HẤP,100000
522.jpeg,BAO TỬ HEO HẦM TIÊU XANH,130000
522.jpeg,MẸT HEO HẤP THẬP CẨM,150000
523.jpeg,GÀ 3 MÓN ,35000
523.jpeg,GÀ 2 MÓN,300000
523.jpeg,GÀ HẤP LÁ CHANH,160000
523.jpeg,GÀ CHIÊN MẮM,160000
523.jpeg,GÀ NẤU XÁ XỊ,160000
523.jpeg,GÀ LÁ GIANG,160000
523.jpeg,GÀ LÁ É,170000
523.jpeg,LÒNG GÀ XÀO MIẾN,70000
523.jpeg,LÒNG GÀ NẤU CHÁO ,70000
523.jpeg,LÒNG XÔI HẤP DĂM BÔNG,80000
524.jpeg,CƠM CHIÊN DƯƠNG CHÂU,95000
524.jpeg,CƠM CHIÊN CÁ MẶN,95000
524.jpeg,CƠM CHIÊN MUỐI É,85000
524.jpeg,CƠM CHIÊN HẢI SẢN,95000
524.jpeg,MÌ XÀO BÒ,95000
524.jpeg,MÌ XÀO HẢI SẢN,105000
524.jpeg,MIẾNG XÀO CUA,NOT GIVEN
524.jpeg,MIẾNG XÀO HẢI SẢN,105000
525.jpeg,CÁ MÚ HẤP HONG KONG,NOT GIVEN
525.jpeg,CÁ MÚ HẤP NGŨ LIỄU,NOT GIVEN
525.jpeg,CÁ MÚ RANG ME,NOT GIVEN
525.jpeg,CÁ MÚ NẤU MẲN,NOT GIVEN
525.jpeg,CÁ MÚ MÙ TẠT CHAO,NOT GIVEN
525.jpeg,CÁ BÓP NƯỚNG,500000
525.jpeg,CÁ BÓP HẤP,500000
525.jpeg,CÁ BÓP NẤU MẲN,500000
525.jpeg,CÁ BÓP NẤU LÁ GIANG,500000
525.jpeg,CÁ GÁY NẤU MẲN,NOT GIVEN
525.jpeg,CÁ GÁY HẤP ,NOT GIVEN
525.jpeg,CÁ GÁY NƯỚNG,NOT GIVEN
525.jpeg,CÁ DÌA HẤP LÁ GIANG,NOT GIVEN
525.jpeg,CÁ DÌA NƯỚNG MUỐI ỚT,NOT GIVEN
525.jpeg,CÁ DÌA NẤU LÁ GIANG  ,NOT GIVEN
525.jpeg,CÁ SƠN NƯỚNG NGŨ VỊ,NOT GIVEN
526.jpeg,CHÁO HẢI SẢN,85000
526.jpeg,CHÁO HÀU,85000
526.jpeg,CHÁO BÒ BẰM,75000
526.jpeg,CHÁO TÔM,75000
526.jpeg,CHÁO CÁ BÓP,95000
527.jpeg,LẨU CÁ KÈO,16000
527.jpeg,LẨU CUA THỊ NẠI,NOT GIVEN
527.jpeg,LẨU SỨA NƯỚC LÈO,160000
527.jpeg,LẬU THẬP CẨM HẢI SẢN,180000
527.jpeg,LẨU CÁ BÓP MĂNG CHUA,200000
527.jpeg,LẨU GÀ LÁ GIANG,160000
527.jpeg,LẨU THÁC LÁC LÁ GIANG,120000
527.jpeg,LẨU THÁC LÁC KHỔ QUA,120000
527.jpeg,THÁC LÁC CHIÊN,80000
528.jpeg,CAFÉ ĐEN,10000
528.jpeg,CAFÉ SỮA,12000
528.jpeg,CAM TƯƠI,20000
528.jpeg,CÀ CHUA,15000
528.jpeg,CÀ RỐT,15000
528.jpeg,ỔI,15000
528.jpeg,THƠM  ,15000
528.jpeg,NƯỚC NGỌT,15000
528.jpeg,BÚN CÁ SỨA,20000
528.jpeg,CƠM THẬP CẨM,25000
528.jpeg,KHỔ QUA,5000
528.jpeg,CƠM PHẦN 5 MÓN ,70000
575.jpeg,SÒ ĐIỆP MỠ HÀNH,80000
575.jpeg,SÒ ĐIỆP PHÔ MAI,90000
575.jpeg,HÀU MỠ HÀNH,80000
575.jpeg,HÀU PHÔ MAI,90000
575.jpeg,MƯC CƠM HẤP GỪNG,NOT GIVEN
575.jpeg,ỐC TRỘN GỎI CHUA NGỌT,80000
575.jpeg,CÀNG CÚM NÚM,100000
575.jpeg,ỐC HƯƠNG,NOT GIVEN
575.jpeg,CHÁO HẢI SẢN,80000
575.jpeg,CHÁO HÀU,80000
575.jpeg,CHÁO TÔM,80000
575.jpeg,MÌ XÀO HẢI SẢN,80000
576.jpeg,SÒ ĐIỆP MỠ HÀNH,80000
576.jpeg,SÒ ĐIỆP PHÔ MAI,90000
576.jpeg,HÀU MỠ HÀNH,80000
576.jpeg,HÀU PHÔ MAI,90000
576.jpeg,MƯC CƠM HẤP GỪNG,NOT GIVEN
576.jpeg,ỐC TRỘN GỎI CHUA NGỌT,80000
576.jpeg,CÀNG CÚM NÚM,100000
576.jpeg,ỐC HƯƠNG,NOT GIVEN
576.jpeg,CHÁO HẢI SẢN,80000
576.jpeg,CHÁO HÀU,80000
576.jpeg,CHÁO TÔM,80000
576.jpeg,MÌ XÀO HẢI SẢN,80000
578.jpeg,TÔM CÀNG XANH,NOT GIVEN
578.jpeg,ỐC HƯƠNG,160000
578.jpeg,ỐC MÓNG TAY,80000
578.jpeg,ỐC CÀ NA,80000
578.jpeg,SÒ ĐIỆP MỠ HÀNH,80000
578.jpeg,SÒ ĐIỆP PHÔ MAI,90000
578.jpeg,HÀU MỠ HÀNH,80000
578.jpeg,HÀU PHÔMAI,90000
578.jpeg,CHÁO HẢI SẢN,80000
578.jpeg,CHÁO HÀU,80000
578.jpeg,CHÁO TÔM,80000
578.jpeg,MÌ XÀO HẢI SẢN,80000
578.jpeg,MỰC CƠM HẤP GỪNG,NOT GIVEN
578.jpeg,ỐC TRỘN GỎI CHUA NGỌT,80000
605.jpeg,BÁNH CANH CHẢ CÁ,25000
605.jpeg,BÁNH CANH CHẢ MỰC,30000
605.jpeg,BÁNH CANH THỊT GHẸ,35000
605.jpeg,BÁNH CANH HẢI SẢN,95000
605.jpeg,BÁNH CANH THẬP CẨM,110000
605.jpeg,BÁNH CANH CÁ LÓC HẤP,30000
605.jpeg,BÁNH CANH CÁ LÓC CHIÊN,NOT GIVEN
605.jpeg,BÁNH CANH ĐẦU LÒNG CÁ LÓC,40000
605.jpeg,BÁNH CANH BÀO NGƯ,120000
605.jpeg,BÁNH CANH TÔM HÙM,145000
617.jpeg,SALAD RAU CỦ,55000
617.jpeg,SALAD HẢI SẢN,70000
617.jpeg,BÁNH MỲ BƠ TỎI,30000
617.jpeg,BÁNH MỲ BƠ TỎI PHOMAI,45000
617.jpeg,HAMBURGER GÀ,40000
617.jpeg,HAMBURGER BÒ,40000
617.jpeg,KHOAI TÂY CHIÊN,30000
617.jpeg,GÀ CHIÊN,35000
617.jpeg,XÚC XÍCH CHIÊN,18000
617.jpeg,XÚC XÍCH NƯỚNG,65000-95000
618.jpeg,SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN M,29000
618.jpeg,TRÀ SỮA KHOAI MÔN KEM CHEESE M,29000
618.jpeg,TRÀ SỮA MATCHA KEM CHEESE M,29000
618.jpeg,TRÀ SỮA KHOAI LANG TÍM SỮA DỪA M,29000
618.jpeg,TRÀ SỮA DƯA GANG M,29000
618.jpeg,TRÀ SỮA SẦU RIÊNG M,29000
618.jpeg,TRÀ SỮA SOCOLA NGỌC TRAI M,25000
618.jpeg,TRÀ SỮA TRÂN CHÂU HOÀNG GIA M,23000
618.jpeg,TRÀ SỮA Ô LONG DÂU RỪNG M,23000
618.jpeg,TRÀ SỮA Ô LONG DƯA HẤU M,23000
618.jpeg,TRÀ SỮA Ô LONG BẠC HÀ M,23000
618.jpeg,TRÀ SỮA HƯƠNG ĐÀO M,23000
618.jpeg,SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN L,34000
618.jpeg,TRÀ SỮA KHOAI MÔN KEM CHEESE L,34000
618.jpeg,TRÀ SỮA MATCHA KEM CHEESE L,34000
618.jpeg,TRÀ SỮA KHOAI LANg TÍM SỮA DỪA L,34000
618.jpeg,TRÀ SỮA DƯA GANG L,34000
618.jpeg,TRÀ SỮA SẦU RIÊNG L,34000
618.jpeg,TRÀ SỮA SOCOLA NGỌC TRAI L,30000
618.jpeg,TRÀ SỮA TRÂN CHÂU HOÀNG GIA L,28000
618.jpeg,TRÀ SỮA Ô LONG DÂU RỪNG L,28000
618.jpeg,TRÀ SỮA Ô LONG DƯA HẤU L,28000
618.jpeg,TRÀ SỮA Ô LONG BẠC HÀ L,28000
618.jpeg,TRÀ SỮA HƯƠNG ĐÀO L,28000
622.jpeg,CƠM CHIÊN HẢI SẢN,80000
622.jpeg,CƠM CHIÊN DƯƠNG CHÂU,80000
622.jpeg,CƠM CHIÊN MUỐI ỚT,70000
622.jpeg,CƠM CHIÊN TRỨNG,70000
622.jpeg,CƠM CHIÊN THẬP CẨM,85000
622.jpeg,MÌ XÀO HẢI SẢN,75000
622.jpeg,MÌ XÀO BÒ,80000
622.jpeg,MÌ XÀO CẢI,65000
622.jpeg,MÌ XÀO TRỨNG,70000
622.jpeg,CHÁO HẢI SẢN,75000
622.jpeg,CHÁO BÒ BẰM,80000
622.jpeg,CHÁO CÁ BỚP,95000
622.jpeg,CHÁO CÁ LÓC,120000
622.jpeg,CHÁO CHIM CÚT,85000
622.jpeg,CHÁO HÀU,80000
622.jpeg,CHÁO BỒ CÂU,135000
622.jpeg,CHÁO TRẮNG TÔM THỊT KHO,100000
622.jpeg,CHÁO TRẮNG CÁ BỚP KHO,115000
623.jpeg,MỰC NANG HẤP SẢ,110000
623.jpeg,MỰC NANG CHIÊN TỎI,110000
623.jpeg,MỰC NANG CHIÊN BƠ,110000
623.jpeg,MỰC NANG CHIÊN MẮM,110000
623.jpeg,MỰC NANG CHIÊN MUỐI ỚT,110000
623.jpeg,MỰC CƠM HẤP SẢ,110000
623.jpeg,MỰC CƠM NƯỚNG MUỐI ỚT,110000
623.jpeg,MỰC CƠM CHIÊN TỎI,110000
623.jpeg,MỰC CƠM CHIÊN MẮM,110000
623.jpeg,MỰC ỐNG HẤP SẢ,110000
623.jpeg,MỰC ỐNG NƯỚNG MUỐI ỚT,110000
623.jpeg,MỰC ỐNG CHIÊN TỎI,110000
623.jpeg,MỰC ỐNG CHIÊN BƠ,110000
623.jpeg,MỰC ỐNG CHIÊN MẮM,110000
623.jpeg,MỰC ỐNG NHỒI THỊT,130000
623.jpeg,MỰC LÁ HẤP,110000
623.jpeg,MỰC LÁ CHIÊN TỎI,110000
623.jpeg,MỰC LÀ CHIÊN BƠ,110000
623.jpeg,MỰC LÁ NƯỚNG MUỐI ỚT,110000
624.jpeg,BÒ HẤP SẢ,105000
624.jpeg,BÒ HẤP TÍA TÔ,115000
624.jpeg,BÒ NƯỚNG MỌI,105000
624.jpeg,BÒ NƯỚNG MUỐI ỚT,105000
624.jpeg,BÒ NƯỚNG MẮM,105000
624.jpeg,BÒ HẤP HÀNH,105000
624.jpeg,BÒ NHÚNG GIẤM,145000
624.jpeg,BÒ NHÚNG TÍA TÔ,145000
